id;"""building""";"""addr_stree""";"""addr_hou_1""";официальное_число_жителей;фактическое_число_жителей;выгода
2436;yes;;;7;7;0
2437;yes;;;16;16;0
2438;yes;;;5;5;0
2439;yes;;;13;13;0
2440;yes;;;3;3;0
2441;yes;;;3;3;0
2442;yes;;;11;11;0
2443;yes;;;3;3;0
2444;yes;;;19;19;0
2445;yes;;;28;28;0
2446;yes;;;13;13;0
2447;yes;;;26;26;0
2448;yes;;;3;3;0
2449;yes;;;3;3;0
2450;yes;;;16;16;0
2451;yes;;;21;21;0
2452;yes;;;5;5;0
2453;yes;;;21;21;0
2454;yes;;;19;19;0
2455;yes;;;1;1;0
2456;yes;;;22;22;0
2457;yes;;;4;4;0
2458;yes;;;28;28;0
2459;yes;;;19;19;0
2460;yes;;;21;21;0
2461;yes;;;9;9;0
2462;yes;;;8;8;0
2463;yes;;;26;26;0
2464;yes;;;6;6;0
2465;yes;;;13;13;0
2466;yes;;;18;18;0
2467;yes;;;21;21;0
2468;yes;;;20;20;0
2469;yes;;;10;10;0
2470;yes;;;23;23;0
2471;yes;;;29;29;0
2472;yes;;;25;25;0
2473;yes;;;29;29;0
2474;yes;;;30;30;0
2475;yes;;;17;17;0
2476;yes;;;16;16;0
2477;yes;;;15;15;0
2478;yes;;;16;16;0
2479;yes;;;2;2;0
2480;yes;;;5;5;0
2481;yes;;;12;12;0
2482;yes;;;6;6;0
2483;yes;;;5;5;0
2484;yes;;;29;29;0
2485;yes;;;4;4;0
2486;yes;;;23;23;0
2487;yes;;;27;27;0
2488;yes;;;21;21;0
2489;yes;;;15;15;0
2490;yes;;;17;17;0
2491;yes;;;27;27;0
2492;yes;;;1;1;0
2493;yes;;;9;9;0
2494;yes;;;7;7;0
2495;yes;;;28;28;0
2496;yes;;;19;19;0
2497;yes;;;8;8;0
2498;yes;;;10;10;0
2499;yes;;;30;30;0
2500;yes;;;30;30;0
2501;yes;;;21;21;0
2502;yes;;;22;22;0
2503;yes;;;29;29;0
2504;yes;;;11;11;0
2505;yes;;;12;12;0
2506;yes;;;15;15;0
2507;yes;;;2;2;0
2508;yes;;;10;10;0
2509;yes;;;1;1;0
2510;yes;;;25;25;0
2511;yes;;;8;8;0
2512;yes;;;19;19;0
2513;yes;;;25;25;0
2514;yes;;;4;4;0
2515;yes;;;13;13;0
2516;yes;;;28;28;0
2517;yes;;;25;25;0
2518;yes;;;4;4;0
2519;yes;;;15;15;0
2520;yes;;;8;8;0
2521;yes;;;30;30;0
2522;yes;;;5;5;0
2523;yes;;;23;23;0
2524;yes;;;21;21;0
2525;yes;;;22;22;0
2526;yes;;;16;16;0
2527;yes;;;10;10;0
2528;yes;;;23;23;0
2529;yes;;;14;14;0
2530;yes;;;12;12;0
2531;yes;;;13;13;0
2532;yes;;;27;27;0
2533;yes;;;14;14;0
2534;yes;;;14;14;0
2535;yes;;;26;26;0
2536;yes;;;30;30;0
2537;yes;;;7;7;0
2538;yes;;;11;11;0
2539;yes;;;10;10;0
2540;yes;;;28;28;0
2541;yes;;;12;12;0
2542;yes;;;14;14;0
2543;yes;;;3;3;0
2544;yes;;;12;12;0
2545;yes;;;29;29;0
2546;yes;;;9;9;0
2547;yes;;;6;6;0
2548;yes;;;17;17;0
2549;yes;;;21;21;0
2550;yes;;;12;12;0
2551;yes;;;21;21;0
2552;yes;;;25;25;0
2553;yes;;;8;8;0
2554;yes;;;23;23;0
2555;yes;;;30;30;0
2556;yes;;;10;10;0
2557;yes;;;28;28;0
2558;yes;;;13;13;0
2559;yes;;;28;28;0
2560;yes;;;18;18;0
2561;yes;;;9;9;0
2562;yes;;;28;28;0
2563;yes;;;16;16;0
2564;yes;;;16;16;0
2565;yes;;;30;30;0
2566;yes;;;16;16;0
2567;yes;;;28;28;0
2568;yes;;;26;26;0
2569;yes;;;16;16;0
2570;yes;;;16;16;0
2571;yes;;;29;29;0
2572;yes;;;11;11;0
2573;yes;;;13;13;0
2574;yes;;;24;24;0
2575;yes;;;29;29;0
2576;yes;;;22;22;0
2577;yes;;;26;26;0
2578;yes;;;25;25;0
2579;yes;;;30;30;0
2580;yes;;;15;15;0
2581;yes;;;21;21;0
2582;yes;;;2;2;0
2583;yes;;;3;3;0
2584;yes;;;19;19;0
2585;yes;;;21;21;0
2586;yes;;;14;14;0
2587;yes;;;27;27;0
2588;yes;;;18;18;0
2589;yes;;;0;0;0
2590;yes;;;26;26;0
2591;yes;;;6;6;0
2592;yes;;;17;17;0
2593;yes;;;11;11;0
2594;yes;;;0;0;0
2595;yes;;;18;18;0
2596;yes;;;8;8;0
2597;yes;;;4;4;0
2598;yes;;;8;8;0
2599;yes;;;1;1;0
2600;yes;;;5;5;0
2601;yes;;;19;19;0
2602;yes;;;18;18;0
2603;yes;;;24;24;0
2604;yes;;;10;10;0
2605;yes;;;16;16;0
2606;yes;;;22;22;0
2607;yes;;;7;7;0
2608;yes;;;13;13;0
2609;yes;;;14;14;0
2610;yes;;;11;11;0
2611;yes;;;11;11;0
2612;yes;;;1;1;0
2613;yes;;;16;16;0
2614;yes;;;27;27;0
2615;yes;;;9;9;0
2616;yes;;;17;17;0
2617;yes;;;2;2;0
2618;yes;;;3;3;0
2619;yes;;;5;5;0
2620;yes;;;22;22;0
2621;yes;;;18;18;0
2622;yes;;;17;17;0
2623;yes;;;19;19;0
2624;yes;;;21;21;0
2625;yes;;;2;2;0
2626;yes;;;9;9;0
2627;yes;;;26;26;0
2628;yes;;;5;5;0
2629;yes;;;6;6;0
2630;yes;;;26;26;0
2631;yes;;;24;24;0
2632;yes;;;20;20;0
2633;yes;;;0;0;0
2634;yes;;;26;26;0
2635;yes;;;10;10;0
2636;yes;;;21;21;0
2637;yes;;;12;12;0
2638;yes;;;6;6;0
2639;yes;;;13;13;0
2640;yes;;;1;1;0
2641;yes;;;30;30;0
2642;yes;;;1;1;0
2643;yes;;;0;0;0
2644;yes;;;6;6;0
2645;yes;;;26;26;0
2646;yes;;;11;11;0
2647;yes;;;5;5;0
2648;yes;;;21;21;0
2649;yes;;;13;13;0
2650;yes;;;28;28;0
2651;yes;;;20;20;0
2652;yes;;;25;25;0
2653;yes;;;30;30;0
2654;yes;;;20;20;0
2655;yes;;;30;30;0
2656;yes;;;8;8;0
2657;yes;;;5;5;0
2658;yes;;;2;2;0
2659;yes;;;17;17;0
2660;yes;;;7;7;0
2661;yes;;;28;28;0
2662;yes;;;4;4;0
2663;yes;;;8;8;0
2664;yes;;;24;24;0
2665;yes;;;4;4;0
2666;yes;;;24;24;0
2667;yes;;;11;11;0
2668;yes;;;13;13;0
2669;yes;;;26;26;0
2670;yes;;;23;23;0
2671;yes;;;28;28;0
2672;yes;;;6;6;0
2673;yes;;;8;8;0
2674;yes;;;22;22;0
2675;yes;;;17;17;0
2676;yes;;;17;17;0
2677;yes;;;14;14;0
2678;yes;;;13;13;0
2679;yes;;;4;4;0
2680;yes;;;29;29;0
2681;yes;;;11;11;0
2682;yes;;;15;15;0
2683;yes;;;11;11;0
2684;yes;;;1;1;0
2685;yes;;;22;22;0
2686;yes;;;10;10;0
2687;yes;;;16;16;0
2688;yes;;;4;4;0
2689;yes;;;25;25;0
2690;yes;;;10;10;0
2691;yes;;;28;28;0
2692;yes;;;0;0;0
2693;yes;;;27;27;0
2694;yes;;;15;15;0
2695;yes;;;23;23;0
2696;yes;;;20;20;0
2697;yes;;;22;22;0
2698;yes;;;23;23;0
2699;yes;;;0;0;0
2700;yes;;;27;27;0
2701;yes;;;23;23;0
2702;yes;;;6;6;0
2703;yes;;;26;26;0
2704;yes;;;30;30;0
2705;yes;;;30;30;0
2706;yes;;;13;13;0
2707;yes;;;13;13;0
2708;yes;;;24;24;0
2709;yes;;;11;11;0
2710;yes;;;24;24;0
2711;yes;;;4;4;0
2712;yes;;;12;12;0
2713;yes;;;27;27;0
2714;yes;;;15;15;0
2715;yes;;;19;19;0
2716;yes;;;18;18;0
2717;yes;;;25;25;0
2718;yes;;;12;12;0
2719;yes;;;29;29;0
2720;yes;;;20;20;0
2721;yes;;;7;7;0
2722;yes;;;4;4;0
2723;yes;;;27;27;0
2724;yes;;;0;0;0
2725;yes;;;29;29;0
2726;yes;;;15;15;0
2727;yes;;;22;22;0
2728;yes;;;0;0;0
2729;yes;;;10;10;0
2730;yes;;;27;27;0
2731;yes;;;15;15;0
2732;yes;;;6;6;0
2733;yes;;;10;10;0
2734;yes;;;8;8;0
2735;yes;;;30;30;0
2736;yes;;;24;24;0
2737;yes;;;4;4;0
2738;yes;;;0;0;0
2739;yes;;;8;8;0
2740;yes;;;17;17;0
2741;yes;;;20;20;0
2742;yes;;;9;9;0
2743;yes;;;22;22;0
2744;yes;;;4;4;0
2745;yes;;;12;12;0
2746;yes;;;5;5;0
2747;yes;;;29;29;0
2748;yes;;;22;22;0
2749;yes;;;20;20;0
2750;yes;;;9;9;0
2751;yes;;;17;17;0
2752;yes;;;4;4;0
2753;yes;;;1;1;0
2754;yes;;;2;2;0
2755;yes;;;1;1;0
2756;yes;;;25;25;0
2757;yes;;;3;3;0
2758;yes;;;4;4;0
2759;yes;;;0;0;0
2760;yes;;;21;21;0
2761;yes;;;13;13;0
2762;yes;;;25;25;0
2763;yes;;;29;29;0
2764;yes;;;27;27;0
2765;yes;;;13;13;0
2766;yes;;;16;16;0
2767;yes;;;29;29;0
2768;yes;;;7;7;0
2769;yes;;;27;27;0
2770;yes;;;15;15;0
2771;yes;;;1;1;0
2772;yes;;;26;26;0
2773;yes;;;17;17;0
2774;yes;;;14;14;0
2775;yes;;;0;0;0
2776;yes;;;23;23;0
2777;yes;;;4;4;0
2778;yes;;;28;28;0
2779;yes;;;19;19;0
2780;yes;;;11;11;0
2781;yes;;;22;22;0
2782;yes;;;21;21;0
2783;yes;;;7;7;0
2784;yes;;;9;9;0
2785;yes;;;27;27;0
2786;yes;;;3;3;0
2787;yes;;;27;27;0
2788;yes;;;26;26;0
2789;yes;;;27;27;0
2790;yes;;;24;24;0
2791;yes;;;19;19;0
2792;yes;;;24;24;0
2793;yes;;;4;4;0
2794;yes;;;19;19;0
2795;yes;;;5;5;0
2796;yes;;;4;4;0
2797;yes;;;26;26;0
2798;yes;;;1;1;0
2799;yes;;;11;11;0
2800;yes;;;2;2;0
2801;yes;;;25;25;0
2802;yes;;;17;17;0
2803;yes;;;23;23;0
2804;yes;;;11;11;0
2805;yes;;;15;15;0
2806;yes;;;19;19;0
2807;yes;;;21;21;0
2808;yes;;;9;9;0
2809;yes;;;0;0;0
2810;yes;;;18;18;0
2811;yes;;;29;29;0
2812;yes;;;3;3;0
2813;yes;;;11;11;0
2814;yes;;;12;12;0
2815;yes;;;29;29;0
2816;yes;;;22;22;0
2817;yes;;;0;0;0
2818;yes;;;13;13;0
2819;yes;;;4;4;0
2820;yes;;;9;9;0
2821;yes;;;17;17;0
2822;yes;;;23;23;0
2823;yes;;;3;3;0
2824;yes;;;20;20;0
2825;yes;;;12;12;0
2826;yes;;;7;7;0
2827;yes;;;18;18;0
2828;yes;;;25;25;0
2829;yes;;;26;26;0
2830;yes;;;2;2;0
2831;yes;;;24;24;0
2832;yes;;;26;26;0
2833;yes;;;22;22;0
2834;yes;;;17;17;0
2835;yes;;;9;9;0
2836;yes;;;13;13;0
2837;yes;;;2;2;0
2838;yes;;;5;5;0
2839;yes;;;6;6;0
2840;yes;;;29;29;0
2841;yes;;;20;20;0
2842;yes;;;15;15;0
2843;yes;;;14;14;0
2844;yes;;;29;29;0
2845;yes;;;21;21;0
2846;yes;;;24;24;0
2847;yes;;;26;26;0
2848;yes;;;30;30;0
2849;yes;;;6;6;0
2850;yes;;;25;25;0
2851;yes;;;23;23;0
2852;yes;;;28;28;0
2853;yes;;;16;16;0
2854;yes;;;18;18;0
2855;yes;;;17;17;0
2856;yes;;;16;16;0
2857;yes;;;3;3;0
2858;yes;;;0;0;0
2859;yes;;;22;22;0
2860;yes;;;6;6;0
2861;yes;;;3;3;0
2862;yes;;;22;22;0
2863;yes;;;7;7;0
2864;yes;;;17;17;0
2865;yes;;;17;17;0
2866;yes;;;18;18;0
2867;yes;;;7;7;0
2868;yes;;;25;25;0
2869;yes;;;4;4;0
2870;yes;;;23;23;0
2871;yes;;;14;14;0
2872;yes;;;17;17;0
2873;yes;;;27;27;0
2874;yes;;;20;20;0
2875;yes;;;24;24;0
2876;yes;;;17;17;0
2877;yes;;;5;5;0
2878;yes;;;29;29;0
2879;yes;;;10;10;0
2880;yes;;;1;1;0
2881;yes;;;10;10;0
2882;yes;;;25;25;0
2883;yes;;;23;23;0
2884;yes;;;26;26;0
2885;yes;;;23;23;0
2886;yes;;;0;0;0
2887;yes;;;22;22;0
2888;yes;;;25;25;0
2889;yes;;;15;15;0
2890;yes;;;16;16;0
2891;yes;;;12;12;0
2892;yes;;;12;12;0
2893;yes;;;29;29;0
2894;yes;;;28;28;0
2895;yes;;;10;10;0
2896;yes;;;9;9;0
2897;yes;;;30;30;0
2898;yes;;;29;29;0
2899;yes;;;9;9;0
2900;yes;;;8;8;0
2901;yes;;;13;13;0
2902;yes;;;3;3;0
2903;yes;;;4;4;0
2904;yes;;;29;29;0
2905;yes;;;0;0;0
2906;yes;;;3;3;0
2907;yes;;;16;16;0
2908;yes;;;21;21;0
2909;yes;;;16;16;0
2910;yes;;;1;1;0
2911;yes;;;20;20;0
2912;yes;;;14;14;0
2913;yes;;;23;23;0
2914;yes;;;19;19;0
2915;yes;;;23;23;0
2916;yes;;;8;8;0
2917;yes;;;5;5;0
2918;yes;;;22;22;0
2919;yes;;;16;16;0
2920;yes;;;1;1;0
2921;yes;;;6;6;0
2922;yes;;;5;5;0
2923;yes;;;24;24;0
2924;yes;;;23;23;0
2925;yes;;;16;16;0
2926;yes;;;15;15;0
2927;yes;;;26;26;0
2928;yes;;;0;0;0
2929;yes;;;12;12;0
2930;yes;;;21;21;0
2931;yes;;;4;4;0
2932;yes;;;28;28;0
2933;yes;;;18;18;0
2934;yes;;;3;3;0
2935;yes;;;22;22;0
2936;yes;;;12;12;0
2937;yes;;;9;9;0
2938;yes;;;21;21;0
2939;yes;;;16;16;0
2940;yes;;;11;11;0
2941;yes;;;28;28;0
2942;yes;;;23;23;0
2943;yes;;;7;7;0
2944;yes;;;30;30;0
2945;yes;;;14;14;0
2946;yes;;;9;9;0
2947;yes;;;25;25;0
2948;yes;;;1;1;0
2949;yes;;;26;26;0
2950;yes;;;5;5;0
2951;yes;;;7;7;0
2952;yes;;;13;13;0
2953;yes;;;1;1;0
2954;yes;;;8;8;0
2955;yes;;;27;27;0
2956;yes;;;17;17;0
2957;yes;;;20;20;0
2958;yes;;;27;27;0
2959;yes;;;19;19;0
2960;yes;;;1;1;0
2961;yes;;;18;18;0
2962;yes;;;18;18;0
2963;yes;;;29;29;0
2964;yes;;;20;20;0
2965;yes;;;19;19;0
2966;yes;;;27;27;0
2967;yes;;;22;22;0
2968;yes;;;17;17;0
2969;yes;;;4;4;0
2970;yes;;;17;17;0
2971;yes;;;20;20;0
2972;yes;;;9;9;0
2973;yes;;;15;15;0
2974;yes;;;5;5;0
2975;yes;;;20;20;0
2976;yes;;;22;22;0
2977;yes;;;7;7;0
2978;yes;;;11;11;0
2979;yes;;;18;18;0
2980;yes;;;10;10;0
2981;yes;;56;6;6;0
2982;yes;;;16;16;0
2983;yes;;;0;0;0
2984;yes;;;19;19;0
2985;yes;;;24;24;0
2986;yes;;;21;21;0
2987;yes;;;10;10;0
2988;yes;;;3;3;0
2989;yes;;;22;22;0
2990;yes;;;28;28;0
2991;yes;;;14;14;0
2992;yes;;;9;9;0
2993;yes;;;29;29;0
2994;yes;;;3;3;0
2995;yes;;;7;7;0
2996;yes;;;19;19;0
2997;yes;;;5;5;0
2998;yes;;;1;1;0
2999;yes;;;8;8;0
3000;yes;;;10;10;0
3001;yes;;;4;4;0
3002;yes;;;9;9;0
3003;yes;;;30;30;0
3004;yes;;;20;20;0
3005;yes;;;19;19;0
3006;yes;;;1;1;0
3007;yes;;;6;6;0
3008;yes;;;27;27;0
3009;yes;;;25;25;0
3010;yes;;;1;1;0
3011;yes;;;17;17;0
3012;yes;;33;18;18;0
3013;yes;;;11;11;0
3014;yes;;;2;2;0
3015;yes;;;28;28;0
3016;yes;;;30;30;0
3017;yes;;;20;20;0
3018;yes;;;6;6;0
3019;yes;;;29;29;0
3020;yes;;;21;21;0
3021;yes;;;21;21;0
3022;yes;;;6;6;0
3023;yes;;;25;25;0
3024;yes;;;9;9;0
3025;yes;;;0;0;0
3026;yes;;;26;26;0
3027;yes;;;27;27;0
3028;yes;;;5;5;0
3029;yes;;;24;24;0
3030;yes;;;24;24;0
3031;yes;;;4;4;0
3032;yes;;;2;2;0
3033;yes;;;11;11;0
3034;yes;;;11;11;0
3035;yes;;;29;29;0
3036;yes;;55;25;25;0
3037;yes;;;29;29;0
3038;yes;;;3;3;0
3039;yes;;;26;26;0
3040;yes;;;18;18;0
3041;yes;;;10;10;0
3042;yes;;;12;12;0
3043;yes;;;11;11;0
3044;yes;;;2;2;0
3045;yes;;;13;13;0
3046;yes;;;5;5;0
3047;yes;;;13;13;0
3048;yes;;;11;11;0
3049;yes;;;14;14;0
3050;yes;;;28;28;0
3051;yes;;;2;2;0
3052;yes;;;2;2;0
3053;yes;;;4;4;0
3054;yes;;;1;1;0
3055;yes;;;10;10;0
3056;yes;;;6;6;0
3057;yes;;;0;0;0
3058;yes;;;24;24;0
3059;yes;;;10;10;0
3060;yes;;;21;21;0
3061;yes;;;26;26;0
3062;yes;;;16;16;0
3063;yes;;;18;18;0
3064;yes;;;27;27;0
3065;yes;;;20;20;0
3066;yes;;52;10;10;0
3067;yes;;;20;20;0
3068;yes;;;13;13;0
3069;yes;;;29;29;0
3070;yes;;;22;22;0
3071;yes;;;18;18;0
3072;yes;;;16;16;0
3073;yes;;;24;24;0
3074;yes;;;25;25;0
3075;yes;;;5;5;0
3076;yes;;;18;18;0
3077;yes;;;6;6;0
3078;yes;;;17;17;0
3079;yes;;;18;18;0
3080;yes;;;27;27;0
3081;yes;;;27;27;0
3082;yes;;;9;9;0
3083;yes;;;22;22;0
3084;yes;;;21;21;0
3085;yes;;;5;5;0
3086;yes;;;11;11;0
3087;yes;;;18;18;0
3088;yes;;;3;3;0
3089;yes;;;23;23;0
3090;yes;;;28;28;0
3091;yes;;;16;16;0
3092;yes;;;13;13;0
3093;yes;;;9;9;0
3094;yes;;;7;7;0
3095;yes;;;23;23;0
3096;yes;;;28;28;0
3097;yes;;;5;5;0
3098;yes;;;25;25;0
3099;yes;;;12;12;0
3100;yes;;;30;30;0
3101;yes;;;17;17;0
3102;yes;;;8;8;0
3103;yes;;;2;2;0
3104;yes;;;17;17;0
3105;yes;;;2;2;0
3106;yes;;;9;9;0
3107;yes;;;28;28;0
3108;yes;;;13;13;0
3109;yes;;;3;3;0
3110;yes;;;18;18;0
3111;yes;;;26;26;0
3112;yes;;;9;9;0
3113;yes;;;14;14;0
3114;yes;;;24;24;0
3115;yes;;;25;25;0
3116;yes;;;6;6;0
3117;yes;;;22;22;0
3118;yes;;;5;5;0
3119;yes;;;27;27;0
3120;yes;;;4;4;0
3121;yes;;;28;28;0
3122;yes;;;0;0;0
3123;yes;;;14;14;0
3124;yes;;;23;23;0
3125;yes;;;1;1;0
3126;yes;;;20;20;0
3127;yes;;;6;6;0
3128;yes;;;6;6;0
3129;yes;;;8;8;0
3130;yes;;;19;19;0
3131;yes;;;6;6;0
3132;yes;;;22;22;0
3133;yes;;;11;11;0
3134;yes;;;8;8;0
3135;yes;;;23;23;0
3136;yes;;;28;28;0
3137;yes;;;18;18;0
3138;yes;;;17;17;0
3139;yes;;;11;11;0
3140;yes;;;8;8;0
3141;yes;;;28;28;0
3142;yes;;;3;3;0
3143;yes;;;10;10;0
3144;yes;;;10;10;0
3145;yes;;;28;28;0
3146;yes;;;2;2;0
3147;yes;;;16;16;0
3148;yes;;;6;6;0
3149;yes;;;7;7;0
3150;yes;;;15;15;0
3151;yes;;;21;21;0
3152;yes;;;27;27;0
3153;yes;;;12;12;0
3154;yes;;;5;5;0
3155;yes;;;16;16;0
3156;yes;;;13;13;0
3157;yes;;;15;15;0
3158;yes;;;24;24;0
3159;yes;;;23;23;0
3160;yes;;;25;25;0
3161;yes;;;22;22;0
3162;yes;;;7;7;0
3163;yes;;;26;26;0
3164;yes;;;7;7;0
3165;yes;;;23;23;0
3166;yes;;;12;12;0
3167;yes;;;4;4;0
3168;yes;;;2;2;0
3169;yes;;;16;16;0
3170;yes;;;8;8;0
3171;yes;;;11;11;0
3172;yes;;;8;8;0
3173;yes;;;14;14;0
3174;yes;;;20;20;0
3175;yes;;;6;6;0
3176;yes;;;11;11;0
3177;yes;;;7;7;0
3178;yes;;;9;9;0
3179;yes;;;9;9;0
3180;yes;;;12;12;0
3181;yes;;;12;12;0
3182;yes;;;28;28;0
3183;yes;;;3;3;0
3184;yes;;;22;22;0
3185;yes;;;5;5;0
3186;yes;;;10;10;0
3187;yes;;;8;8;0
3188;yes;;;16;16;0
3189;yes;;;18;18;0
3190;yes;;;10;10;0
3191;yes;;;1;1;0
3192;yes;;;7;7;0
3193;yes;;;30;30;0
3194;yes;;;18;18;0
3195;yes;;;9;9;0
3196;yes;;;10;10;0
3197;yes;;;17;17;0
3198;yes;;;28;28;0
3199;yes;;;8;8;0
3200;yes;;;29;29;0
3201;yes;;;15;15;0
3202;yes;;;29;29;0
3203;yes;;;18;18;0
3204;yes;;;27;27;0
3205;yes;;;28;28;0
3206;yes;;;11;11;0
3207;yes;;;8;8;0
3208;yes;;;12;12;0
3209;yes;;;10;10;0
3210;yes;;;26;26;0
3211;yes;;;3;3;0
3212;yes;;;13;13;0
3213;yes;;;0;0;0
3214;yes;;;8;8;0
3215;yes;;;21;21;0
3216;yes;;;2;2;0
3217;yes;;;25;25;0
3218;yes;;;3;3;0
3219;yes;;;21;21;0
3220;yes;;;18;18;0
3221;yes;;;9;9;0
3222;yes;;;2;2;0
3223;yes;;;11;11;0
3224;yes;;;15;15;0
3225;yes;;;14;14;0
3226;yes;;;12;12;0
3227;yes;;;10;10;0
3228;yes;;;15;15;0
3229;yes;;;21;21;0
3230;yes;;;17;17;0
3231;yes;;;29;29;0
3232;yes;;;0;0;0
3233;yes;;;6;6;0
3234;yes;;;5;5;0
3235;yes;;;12;12;0
3236;yes;;;26;26;0
3237;yes;;;11;11;0
3238;yes;;;15;15;0
3239;yes;;;21;21;0
3240;yes;;;6;6;0
3241;yes;;;19;19;0
3242;yes;;;26;26;0
3243;yes;;;25;25;0
3244;yes;;;10;10;0
3245;yes;;;19;19;0
3246;yes;;;8;8;0
3247;yes;;;29;29;0
3248;yes;;;23;23;0
3249;yes;;;9;9;0
3250;yes;;;17;17;0
3251;yes;;;9;9;0
3252;yes;;;29;29;0
3253;yes;;;20;20;0
3254;yes;;;29;29;0
3255;yes;;;30;30;0
3256;yes;;;7;7;0
3257;yes;;;20;20;0
3258;yes;;;25;25;0
3259;yes;;;22;22;0
3260;yes;;;23;23;0
3261;yes;;;4;4;0
3262;yes;;;14;14;0
3263;yes;;;24;24;0
3264;yes;;;10;10;0
3265;yes;;;22;22;0
3266;yes;;;3;3;0
3267;yes;;;19;19;0
3268;yes;;;26;26;0
3269;yes;;;11;11;0
3270;yes;;;16;16;0
3271;yes;;;10;10;0
3272;yes;;;10;10;0
3273;yes;;;28;28;0
3274;yes;;;4;4;0
3275;yes;;;20;20;0
3276;yes;;;20;20;0
3277;yes;;50;13;13;0
3278;yes;;;22;22;0
3279;yes;;;28;28;0
3280;yes;;;8;8;0
3281;yes;;;13;13;0
3282;yes;;;26;26;0
3283;yes;;;20;20;0
3284;yes;;;13;13;0
3285;yes;;;13;13;0
3286;yes;;;9;9;0
3287;yes;;;21;21;0
3288;yes;;;21;21;0
3289;yes;;;21;21;0
3290;yes;;;5;5;0
3291;yes;;;15;15;0
3292;yes;;;15;15;0
3293;yes;;;29;29;0
3294;yes;;;24;24;0
3295;yes;;;13;13;0
3296;yes;;;12;12;0
3297;yes;;;10;10;0
3298;yes;;;8;8;0
3299;yes;;;21;21;0
3300;yes;;;29;29;0
3301;yes;;;30;30;0
3302;yes;;;4;4;0
3303;yes;;;1;1;0
3304;yes;;;8;8;0
3305;yes;;;4;4;0
3306;yes;;;16;16;0
3307;yes;;;4;4;0
3308;yes;;;8;8;0
3309;yes;;;23;23;0
3310;yes;;;8;8;0
3311;yes;;;22;22;0
3312;yes;;;25;25;0
3313;yes;;;16;16;0
3314;yes;;;4;4;0
3315;yes;;;10;10;0
3316;yes;;;23;23;0
3317;yes;;;23;23;0
3318;yes;;;15;15;0
3319;yes;;;24;24;0
3320;yes;;;11;11;0
3321;yes;;;5;5;0
3322;yes;;;23;23;0
3323;yes;;;11;11;0
3324;yes;;;12;12;0
3325;yes;;;0;0;0
3326;yes;;;16;16;0
3327;yes;;;7;7;0
3328;yes;;;10;10;0
3329;yes;;;1;1;0
3330;yes;;;13;13;0
3331;yes;;;23;23;0
3332;yes;;;30;30;0
3333;yes;;;23;23;0
3334;yes;;;24;24;0
3335;yes;;;25;25;0
3336;yes;;;16;16;0
3337;yes;;;14;14;0
3338;yes;;;22;22;0
3339;yes;;;23;23;0
3340;yes;;;11;11;0
3341;yes;;;26;26;0
3342;yes;;;5;5;0
3343;yes;;;5;5;0
3344;yes;;;26;26;0
3345;yes;;;14;14;0
3346;yes;;;6;6;0
3347;yes;;;21;21;0
3348;yes;;;19;19;0
3349;yes;;;20;20;0
3350;yes;;;4;4;0
3351;yes;;;29;29;0
3352;yes;;;30;30;0
3353;yes;;;9;9;0
3354;yes;;;26;26;0
3355;yes;;;16;16;0
3356;yes;;;23;23;0
3357;yes;;;10;10;0
3358;yes;;;14;14;0
3359;yes;;;23;23;0
3360;yes;;;20;20;0
3361;yes;;;16;16;0
3362;yes;;;2;2;0
3363;yes;;;30;30;0
3364;yes;;;28;28;0
3365;yes;;;10;10;0
3366;yes;;;3;3;0
3367;yes;;;27;27;0
3368;yes;;;4;4;0
3369;yes;;;3;3;0
3370;yes;;;24;24;0
3371;yes;;;5;5;0
3372;yes;;;15;15;0
3373;yes;;;19;19;0
3374;yes;;;23;23;0
3375;yes;;;16;16;0
3376;yes;;;2;2;0
3377;yes;;;6;6;0
3378;yes;;;20;20;0
3379;yes;;;10;10;0
3380;yes;;;21;21;0
3381;yes;;;8;8;0
3382;yes;;;17;17;0
3383;yes;;;24;24;0
3384;yes;;;5;5;0
3385;yes;;;23;23;0
3386;yes;;;13;13;0
3387;yes;;;28;28;0
3388;yes;;;27;27;0
3389;yes;;;20;20;0
3390;yes;;;18;18;0
3391;yes;;;10;10;0
3392;yes;;;26;26;0
3393;yes;;;16;16;0
3394;yes;;;17;17;0
3395;yes;;;16;16;0
3396;yes;;;6;6;0
3397;yes;;;0;0;0
3398;yes;;;23;23;0
3399;yes;;;5;5;0
3400;yes;;;21;21;0
3401;yes;;;4;4;0
3402;yes;;;2;2;0
3403;yes;;;24;24;0
3404;yes;;;17;17;0
3405;yes;;;2;2;0
3406;yes;;;18;18;0
3407;yes;;;12;12;0
3408;yes;;;26;26;0
3409;yes;;;28;28;0
3410;yes;;;29;29;0
3411;yes;;;20;20;0
3412;yes;;;7;7;0
3413;yes;;;27;27;0
3414;yes;;;10;10;0
3415;yes;;;5;5;0
3416;yes;;;21;21;0
3417;yes;;;9;9;0
3418;yes;;;23;23;0
3419;yes;;;0;0;0
3420;yes;;;3;3;0
3421;yes;;;27;27;0
3422;yes;;;24;24;0
3423;yes;;;7;7;0
3424;yes;;;0;0;0
3425;yes;;;13;13;0
3426;yes;;;11;11;0
3427;yes;;;13;13;0
3428;yes;;;26;26;0
3429;yes;;;11;11;0
3430;yes;;;0;0;0
